WEEK_START,COMPONENT,CONTRIBUTION
2024-03-25,Affiliate,170735.24403880473
2024-04-01,Affiliate,182668.8030813296
2024-04-08,Affiliate,166985.38738193634
2024-04-15,Affiliate,190769.21403083907
2024-04-22,Affiliate,172024.70165880214
2024-04-29,Affiliate,229672.94447412723
2024-05-06,Affiliate,187483.252285302
2024-05-13,Affiliate,161554.40174422658
2024-05-20,Affiliate,162436.04511563276
2024-05-27,Affiliate,168019.10523175605
2024-06-03,Affiliate,176965.87165752545
2024-06-10,Affiliate,195496.07842481177
2024-06-17,Affiliate,201342.7220579648
2024-06-24,Affiliate,215905.44204414732
2024-07-01,Affiliate,150020.5444552965
2024-07-08,Affiliate,202164.58992137504
2024-07-15,Affiliate,184679.29232055787
2024-07-22,Affiliate,174291.34834982117
2024-07-29,Affiliate,169066.9139337882
2024-08-05,Affiliate,163719.75300667938
2024-08-12,Affiliate,193563.16899307744
2024-08-19,Affiliate,169255.88337542332
2024-08-26,Affiliate,178912.74344476435
2024-09-02,Affiliate,168679.467634273
2024-09-09,Affiliate,151926.80067689857
2024-09-16,Affiliate,207645.89148459036
2024-09-23,Affiliate,128445.3368736391
2024-09-30,Affiliate,176726.5169357353
2024-10-07,Affiliate,187022.3706321216
2024-10-14,Affiliate,201211.18179558427
2024-10-21,Affiliate,190375.74074717076
2024-10-28,Affiliate,152790.61782334463
2024-11-04,Affiliate,178848.83140658698
2024-11-11,Affiliate,207683.44280101455
2024-11-18,Affiliate,168002.99531643654
2024-11-25,Affiliate,149183.01184827962
2024-12-02,Affiliate,144124.35026570197
2024-12-09,Affiliate,228612.26294524653
2024-12-16,Affiliate,180399.7095872792
2024-12-23,Affiliate,204700.96911218713
2024-12-30,Affiliate,218569.3491531305
2025-01-06,Affiliate,231528.3960896789
2025-01-13,Affiliate,189074.270369356
2025-01-20,Affiliate,203907.1784974149
2025-01-27,Affiliate,218886.01575440017
2025-02-03,Affiliate,214442.43838952665
2025-02-10,Affiliate,189763.76489712764
2025-02-17,Affiliate,215861.73556043865
2025-02-24,Affiliate,153556.22917317753
2025-03-03,Affiliate,169226.81035391643
2025-03-10,Affiliate,174778.3999010394
2025-03-17,Affiliate,205394.65333900857
2025-03-24,Affiliate,182943.4098210211
2025-03-31,Affiliate,165416.8820111542
2025-04-07,Affiliate,146270.93339152608
2025-04-14,Affiliate,127202.25308043513
2025-04-21,Affiliate,202458.2004597484
2025-04-28,Affiliate,185810.64275576943
2025-05-05,Affiliate,168757.7233707756
2025-05-12,Affiliate,230985.0868649737
2025-05-19,Affiliate,183967.2111817086
2025-05-26,Affiliate,199913.25042834016
2025-06-02,Affiliate,192730.645983944
2025-06-09,Affiliate,198052.15317470196
2025-06-16,Affiliate,172797.93988673727
2025-06-23,Affiliate,214722.08181131296
2025-06-30,Affiliate,192804.99781185456
2025-07-07,Affiliate,149042.46486132362
2025-07-14,Affiliate,209283.59069403433
2025-07-21,Affiliate,178572.72463291712
2025-07-28,Affiliate,178374.66234342102
2025-08-04,Affiliate,192688.5578966678
2025-08-11,Affiliate,169438.87470931205
2025-08-18,Affiliate,197705.78479278527
2025-08-25,Affiliate,144130.68167285278
2025-09-01,Affiliate,155102.66939064034
2025-09-08,Affiliate,158636.21092896935
2025-09-15,Affiliate,136075.13916705042
2025-09-22,Affiliate,200761.49784453484
2025-09-29,Affiliate,184285.9242191945
2025-10-06,Affiliate,194162.43388328815
2025-10-13,Affiliate,223596.77838642924
2025-10-20,Affiliate,246989.80143254396
2025-10-27,Affiliate,201323.95192511755
2025-11-03,Affiliate,199428.4615148149
2025-11-10,Affiliate,185417.3019421243
2025-11-17,Affiliate,182603.04489236255
2025-11-24,Affiliate,202702.0291826906
2025-12-01,Affiliate,186117.03733379455
2025-12-08,Affiliate,224582.7811441277
2025-12-15,Affiliate,238590.71101328917
2025-12-22,Affiliate,204381.43306659377
2023-01-02,Email / CRM,14589.680743374707
2023-01-09,Email / CRM,39518.04363262323
2023-01-16,Email / CRM,44713.064741550545
2023-01-23,Email / CRM,49337.06017046602
2023-01-30,Email / CRM,43016.62997824456
2023-02-06,Email / CRM,42637.76731233062
2023-02-13,Email / CRM,54084.70334617435
2023-02-20,Email / CRM,53965.83722643091
2023-02-27,Email / CRM,52938.10662888888
2023-03-06,Email / CRM,59906.702107837
2023-03-13,Email / CRM,51835.709755880336
2023-03-20,Email / CRM,44147.14496775964
2023-03-27,Email / CRM,46562.0289392134
2023-04-03,Email / CRM,38614.76704928727
2023-04-10,Email / CRM,43583.78819317637
2023-04-17,Email / CRM,55793.80535084765
2023-04-24,Email / CRM,52289.16283785543
2023-05-01,Email / CRM,48171.00871077601
2023-05-08,Email / CRM,69374.53031294605
2023-05-15,Email / CRM,55502.463507802735
2023-05-22,Email / CRM,53934.11129985077
2023-05-29,Email / CRM,52415.484105533615
2023-06-05,Email / CRM,49308.73145294961
2023-06-12,Email / CRM,45030.86279813717
2023-06-19,Email / CRM,56848.93009035428
2023-06-26,Email / CRM,48727.85550583823
2023-07-03,Email / CRM,55318.849571405655
2023-07-10,Email / CRM,66247.7718161957
2023-07-17,Email / CRM,57612.89898469539
2023-07-24,Email / CRM,51555.40304184714
2023-07-31,Email / CRM,53949.11306509283
2023-08-07,Email / CRM,51638.40865861735
2023-08-14,Email / CRM,53100.880018148346
2023-08-21,Email / CRM,55237.44802544439
2023-08-28,Email / CRM,59539.74493043969
2023-09-04,Email / CRM,62618.391337463145
2023-09-11,Email / CRM,65386.47697190414
2023-09-18,Email / CRM,56822.680547728014
2023-09-25,Email / CRM,45172.8993913193
2023-10-02,Email / CRM,56298.40501680702
2023-10-09,Email / CRM,54019.23576464859
2023-10-16,Email / CRM,44542.053817391774
2023-10-23,Email / CRM,51587.94966708301
2023-10-30,Email / CRM,58410.03696028037
2023-11-06,Email / CRM,57987.86508804879
2023-11-13,Email / CRM,49281.71495036581
2023-11-20,Email / CRM,56264.615074009904
2023-11-27,Email / CRM,57759.09695373815
2023-12-04,Email / CRM,60401.645875975046
2023-12-11,Email / CRM,81619.0042518568
2023-12-18,Email / CRM,72904.32105244373
2023-12-25,Email / CRM,65763.2000852721
2024-01-01,Email / CRM,68906.34101487468
2024-01-08,Email / CRM,57717.94686550102
2024-01-15,Email / CRM,58046.14795505158
2024-01-22,Email / CRM,45488.25987020354
2024-01-29,Email / CRM,50029.02767691751
2024-02-05,Email / CRM,47356.60708922116
2024-02-12,Email / CRM,50004.58578395592
2024-02-19,Email / CRM,42419.33554777948
2024-02-26,Email / CRM,46225.15002351016
2024-03-04,Email / CRM,46249.5687548253
2024-03-11,Email / CRM,48127.975745141746
2024-03-18,Email / CRM,40926.388694207446
2024-03-25,Email / CRM,41139.73716416845
2024-04-01,Email / CRM,49398.635699503
2024-04-08,Email / CRM,51986.43973938478
2024-04-15,Email / CRM,49421.49951425408
2024-04-22,Email / CRM,53059.96309230341
2024-04-29,Email / CRM,46317.35207307118
2024-05-06,Email / CRM,51165.671564168995
2024-05-13,Email / CRM,68530.06762570702
2024-05-20,Email / CRM,58178.41303208733
2024-05-27,Email / CRM,61527.79122929815
2024-06-03,Email / CRM,50646.918401851624
2024-06-10,Email / CRM,48885.16485366379
2024-06-17,Email / CRM,44261.41375595774
2024-06-24,Email / CRM,49811.9414880965
2024-07-01,Email / CRM,48008.50859765675
2024-07-08,Email / CRM,46323.38826272069
2024-07-15,Email / CRM,50037.946359261936
2024-07-22,Email / CRM,45887.07856806158
2024-07-29,Email / CRM,51607.54912757504
2024-08-05,Email / CRM,46296.99727546639
2024-08-12,Email / CRM,46627.20859650399
2024-08-19,Email / CRM,41421.855519381796
2024-08-26,Email / CRM,38873.31918329887
2024-09-02,Email / CRM,59537.99617131863
2024-09-09,Email / CRM,49507.2419774491
2024-09-16,Email / CRM,62315.12108094063
2024-09-23,Email / CRM,58690.09199842931
2024-09-30,Email / CRM,52209.32451183807
2024-10-07,Email / CRM,48794.02320532412
2024-10-14,Email / CRM,47472.135292338666
2024-10-21,Email / CRM,55466.48580217916
2024-10-28,Email / CRM,52592.03064765941
2024-11-04,Email / CRM,57874.082359701766
2024-11-11,Email / CRM,50474.15574052431
2024-11-18,Email / CRM,48313.57357150908
2024-11-25,Email / CRM,42750.23063437235
2024-12-02,Email / CRM,59995.13561409508
2024-12-09,Email / CRM,57433.97518817994
2024-12-16,Email / CRM,50577.355325117045
2024-12-23,Email / CRM,55697.36192459599
2024-12-30,Email / CRM,58274.63910617946
2025-01-06,Email / CRM,47455.71665613492
2025-01-13,Email / CRM,48449.759951995366
2025-01-20,Email / CRM,47242.6009073836
2025-01-27,Email / CRM,69062.3879681059
2025-02-03,Email / CRM,57911.21068594291
2025-02-10,Email / CRM,57190.46514593656
2025-02-17,Email / CRM,49478.37710044429
2025-02-24,Email / CRM,52685.2441754447
2025-03-03,Email / CRM,40721.71794134391
2025-03-10,Email / CRM,42275.88969712632
2025-03-17,Email / CRM,42392.61395553873
2025-03-24,Email / CRM,52544.66969458073
2025-03-31,Email / CRM,55173.93611875426
2025-04-07,Email / CRM,52301.10715162963
2025-04-14,Email / CRM,57274.78441669114
2025-04-21,Email / CRM,49597.117968382656
2025-04-28,Email / CRM,45707.273101817285
2025-05-05,Email / CRM,57514.2845552841
2025-05-12,Email / CRM,57453.594366160454
2025-05-19,Email / CRM,44597.85824091085
2025-05-26,Email / CRM,57892.526186844734
2025-06-02,Email / CRM,50746.55611329608
2025-06-09,Email / CRM,43266.564326119005
2025-06-16,Email / CRM,51616.6116383541
2025-06-23,Email / CRM,42638.55873139105
2025-06-30,Email / CRM,51615.23880199685
2025-07-07,Email / CRM,48522.272541324746
2025-07-14,Email / CRM,43660.64150601988
2025-07-21,Email / CRM,46110.13490443988
2025-07-28,Email / CRM,39554.314549222945
2025-08-04,Email / CRM,36205.217892709494
2025-08-11,Email / CRM,34806.16921678363
2025-08-18,Email / CRM,44220.712461102754
2025-08-25,Email / CRM,41950.596266813176
2025-09-01,Email / CRM,47268.21299484373
2025-09-08,Email / CRM,51074.29126033729
2025-09-15,Email / CRM,53556.63146026925
2025-09-22,Email / CRM,43935.982511735
2025-09-29,Email / CRM,51409.535584863144
2025-10-06,Email / CRM,49268.643403620204
2025-10-13,Email / CRM,66070.86190650673
2025-10-20,Email / CRM,58572.7695689282
2025-10-27,Email / CRM,52495.55160324309
2025-11-03,Email / CRM,49099.51152213081
2025-11-10,Email / CRM,50570.56169207764
2025-11-17,Email / CRM,48246.83080724932
2025-11-24,Email / CRM,44820.91494594625
2025-12-01,Email / CRM,52634.93227516587
2025-12-08,Email / CRM,47393.07531124901
2025-12-15,Email / CRM,57543.46030670135
2025-12-22,Email / CRM,50110.368413388
2023-01-02,Direct Mail,55543.105492291135
2023-01-09,Direct Mail,46717.75554571161
2023-01-16,Direct Mail,37425.09948277613
2023-01-23,Direct Mail,35233.32350785317
2023-01-30,Direct Mail,79653.02264949359
2023-02-06,Direct Mail,79125.6421258361
2023-02-13,Direct Mail,64088.57293810453
2023-02-20,Direct Mail,52148.47582163932
2023-02-27,Direct Mail,69655.72423386277
2023-03-06,Direct Mail,48366.67217219691
2023-03-13,Direct Mail,38726.88922138514
2023-03-20,Direct Mail,33856.57984487503
2023-03-27,Direct Mail,64562.07706481451
2023-04-03,Direct Mail,45062.331800618
2023-04-10,Direct Mail,36673.78212681456
2023-04-17,Direct Mail,34312.211905783864
2023-04-24,Direct Mail,54413.29138447415
2023-05-01,Direct Mail,46544.68746870743
2023-05-08,Direct Mail,40216.4364812323
2023-05-15,Direct Mail,36764.485460921125
2023-05-22,Direct Mail,62565.89980467167
2023-05-29,Direct Mail,55101.311128805835
2023-06-05,Direct Mail,46945.47974231246
2023-06-12,Direct Mail,43080.2011845416
2023-06-19,Direct Mail,89725.1838464066
2023-06-26,Direct Mail,64944.12959702472
2023-07-03,Direct Mail,51044.02960499582
2023-07-10,Direct Mail,42892.82369709381
2023-07-17,Direct Mail,71981.2299783244
2023-07-24,Direct Mail,54608.68080369195
2023-07-31,Direct Mail,42896.80495231398
2023-08-07,Direct Mail,37825.32121675995
2023-08-14,Direct Mail,68661.55103055944
2023-08-21,Direct Mail,50308.55435585164
2023-08-28,Direct Mail,39709.60674158091
2023-09-04,Direct Mail,42729.99741040686
2023-09-11,Direct Mail,53566.11630648136
2023-09-18,Direct Mail,45340.539298084266
2023-09-25,Direct Mail,34347.46902856364
2023-10-02,Direct Mail,37033.33927676666
2023-10-09,Direct Mail,73861.19537985782
2023-10-16,Direct Mail,64897.97106354548
2023-10-23,Direct Mail,44661.73374977691
2023-10-30,Direct Mail,36749.05967388092
2023-11-06,Direct Mail,86566.8016155697
2023-11-13,Direct Mail,60856.89045058512
2023-11-20,Direct Mail,51961.77987248576
2023-11-27,Direct Mail,47707.1322723924
2023-12-04,Direct Mail,115477.9186477076
2023-12-11,Direct Mail,82845.4189480389
2023-12-18,Direct Mail,61870.77582760941
2023-12-25,Direct Mail,60422.17820788173
2024-01-01,Direct Mail,100415.43456301732
2024-01-08,Direct Mail,66817.68489716148
2024-01-15,Direct Mail,46355.27573732577
2024-01-22,Direct Mail,52915.173201084704
2024-01-29,Direct Mail,88274.47748071665
2024-02-05,Direct Mail,73298.804533255
2024-02-12,Direct Mail,57597.40225207038
2024-02-19,Direct Mail,46178.36206330046
2024-02-26,Direct Mail,72955.12912126619
2024-03-04,Direct Mail,45524.895161465705
2024-03-11,Direct Mail,39984.187602286125
2024-03-18,Direct Mail,37035.36217326046
2024-03-25,Direct Mail,75344.75721675342
2024-04-01,Direct Mail,53830.53559063083
2024-04-08,Direct Mail,45982.58871444145
2024-04-15,Direct Mail,38901.740525622125
2024-04-22,Direct Mail,63125.506914517566
2024-04-29,Direct Mail,53612.273204303725
2024-05-06,Direct Mail,42159.727803588845
2024-05-13,Direct Mail,38630.44690153342
2024-05-20,Direct Mail,90520.61850089303
2024-05-27,Direct Mail,57652.548438239966
2024-06-03,Direct Mail,46786.00387540107
2024-06-10,Direct Mail,42705.03808759073
2024-06-17,Direct Mail,59924.38770287293
2024-06-24,Direct Mail,51063.37968189453
2024-07-01,Direct Mail,41546.179517868615
2024-07-08,Direct Mail,40037.721100922514
2024-07-15,Direct Mail,101171.0822151108
2024-07-22,Direct Mail,67862.63400293869
2024-07-29,Direct Mail,53987.815358351254
2024-08-05,Direct Mail,39275.8794997138
2024-08-12,Direct Mail,54707.329797838975
2024-08-19,Direct Mail,41592.72913312733
2024-08-26,Direct Mail,46332.268986171955
2024-09-02,Direct Mail,33982.509601735495
2024-09-09,Direct Mail,61883.94004618436
2024-09-16,Direct Mail,51732.39680740895
2024-09-23,Direct Mail,54105.02281868251
2024-09-30,Direct Mail,48512.39727969498
2024-10-07,Direct Mail,69249.70009322329
2024-10-14,Direct Mail,45476.55628388037
2024-10-21,Direct Mail,46340.71218536185
2024-10-28,Direct Mail,44831.64480319202
2024-11-04,Direct Mail,74049.30133646644
2024-11-11,Direct Mail,54760.62004994201
2024-11-18,Direct Mail,48388.32895515407
2024-11-25,Direct Mail,46082.758458589946
2024-12-02,Direct Mail,94870.90773308548
2024-12-09,Direct Mail,67898.43478493916
2024-12-16,Direct Mail,59098.65741212717
2024-12-23,Direct Mail,64947.26706298461
2024-12-30,Direct Mail,92712.47508254377
2025-01-06,Direct Mail,77856.57117096307
2025-01-13,Direct Mail,68509.44381471952
2025-01-20,Direct Mail,56325.632390132494
2025-01-27,Direct Mail,79422.56224089357
2025-02-03,Direct Mail,64993.13768312345
2025-02-10,Direct Mail,49244.24824780579
2025-02-17,Direct Mail,41806.12607046844
2025-02-24,Direct Mail,78169.92571290702
2025-03-03,Direct Mail,57673.801752846666
2025-03-10,Direct Mail,46761.90257415129
2025-03-17,Direct Mail,36328.21006773449
2025-03-24,Direct Mail,74556.11412157425
2025-03-31,Direct Mail,52248.29704307538
2025-04-07,Direct Mail,46746.41917983728
2025-04-14,Direct Mail,42163.577070345695
2025-04-21,Direct Mail,79203.41371193624
2025-04-28,Direct Mail,58809.42239556241
2025-05-05,Direct Mail,40680.440836749745
2025-05-12,Direct Mail,33413.96528257281
2025-05-19,Direct Mail,68899.37634780243
2025-05-26,Direct Mail,51683.2890617399
2025-06-02,Direct Mail,55096.616350019984
2025-06-09,Direct Mail,41994.749805528714
2025-06-16,Direct Mail,96615.02421254772
2025-06-23,Direct Mail,68880.75203047047
2025-06-30,Direct Mail,55188.63231719586
2025-07-07,Direct Mail,45352.572821871254
2025-07-14,Direct Mail,73990.16450536689
2025-07-21,Direct Mail,54171.21797752547
2025-07-28,Direct Mail,40517.48048463066
2025-08-04,Direct Mail,46804.638946622974
2025-08-11,Direct Mail,68678.64839959766
2025-08-18,Direct Mail,53821.39019506221
2025-08-25,Direct Mail,54499.72923639055
2025-09-01,Direct Mail,39256.99009855257
2025-09-08,Direct Mail,66120.81766906948
2025-09-15,Direct Mail,45526.41514961179
2025-09-22,Direct Mail,38231.98685737298
2025-09-29,Direct Mail,44650.23037505368
2025-10-06,Direct Mail,57132.06713757781
2025-10-13,Direct Mail,42893.19849160018
2025-10-20,Direct Mail,40592.58997844847
2025-10-27,Direct Mail,38537.835576079975
2025-11-03,Direct Mail,66522.85774341601
2025-11-10,Direct Mail,50428.879660064114
2025-11-17,Direct Mail,53510.414876750314
2025-11-24,Direct Mail,53960.63125610212
2025-12-01,Direct Mail,76026.77067067439
2025-12-08,Direct Mail,58202.60122147482
2025-12-15,Direct Mail,55035.93475141376
2025-12-22,Direct Mail,51065.449870010314
2023-01-02,Podcast,29993.75007530574
2023-01-09,Podcast,40876.31012067339
2023-01-16,Podcast,37708.451337031474
2023-01-23,Podcast,40741.225791084784
2023-01-30,Podcast,36229.062518489816
2023-02-06,Podcast,22161.05935098058
2023-02-13,Podcast,14619.34047196526
2023-02-20,Podcast,10167.407499813817
2023-02-27,Podcast,21516.185343763464
2023-03-06,Podcast,29115.88699622845
2023-03-13,Podcast,38027.57023559024
2023-03-20,Podcast,46944.55096974768
2023-03-27,Podcast,41936.84457356081
2023-04-03,Podcast,25540.89297942992
2023-04-10,Podcast,16540.377028932973
2023-04-17,Podcast,11281.71293949908
2023-04-24,Podcast,26618.748721424327
2023-05-01,Podcast,47282.54705611416
2023-05-08,Podcast,43987.09902707633
2023-05-15,Podcast,44581.810385300254
2023-05-22,Podcast,39408.776209092925
2023-05-29,Podcast,24495.71649114023
2023-06-05,Podcast,16255.104047906034
2023-06-12,Podcast,11177.554681578027
2023-06-19,Podcast,23436.819264307534
2023-06-26,Podcast,26770.083950826604
2023-07-03,Podcast,34905.24901244568
2023-07-10,Podcast,37891.23053362037
2023-07-17,Podcast,47003.445609351314
2023-07-24,Podcast,28359.120812418725
2023-07-31,Podcast,17987.209879489852
2023-08-07,Podcast,12090.706358647196
2023-08-14,Podcast,34357.30994208726
2023-08-21,Podcast,43862.43631946018
2023-08-28,Podcast,38423.282350908186
2023-09-04,Podcast,39530.730895613226
2023-09-11,Podcast,45649.86774835279
2023-09-18,Podcast,27866.76405004304
2023-09-25,Podcast,18206.212713946992
2023-10-02,Podcast,12413.728490427133
2023-10-09,Podcast,25440.512554418074
2023-10-16,Podcast,34613.32311359135
2023-10-23,Podcast,39316.58001720989
2023-10-30,Podcast,41120.38569866975
2023-11-06,Podcast,48700.60494210723
2023-11-13,Podcast,29589.58493685268
2023-11-20,Podcast,19024.865500866763
2023-11-27,Podcast,12943.410175740237
2023-12-04,Podcast,31763.10595665127
2023-12-11,Podcast,42519.994366562925
2023-12-18,Podcast,55212.95523872423
2023-12-25,Podcast,57979.13917897641
2024-01-01,Podcast,51607.03683189365
2024-01-08,Podcast,32594.767253051865
2024-01-15,Podcast,21660.989005979096
2024-01-22,Podcast,14969.669208917916
2024-01-29,Podcast,34160.22648789338
2024-02-05,Podcast,35380.03115978374
2024-02-12,Podcast,36819.62396650181
2024-02-19,Podcast,39735.83410299629
2024-02-26,Podcast,41366.01691280341
2024-03-04,Podcast,25215.52131686854
2024-03-11,Podcast,16414.86316734691
2024-03-18,Podcast,11005.621886011306
2024-03-25,Podcast,26992.85697511808
2024-04-01,Podcast,31802.060231465177
2024-04-08,Podcast,36979.37808585108
2024-04-15,Podcast,53680.708854100405
2024-04-22,Podcast,59312.33648270316
2024-04-29,Podcast,36986.44720152696
2024-05-06,Podcast,24041.746934688195
2024-05-13,Podcast,16335.474436805236
2024-05-20,Podcast,31333.644814900137
2024-05-27,Podcast,38034.17550022879
2024-06-03,Podcast,42810.89751745942
2024-06-10,Podcast,43876.524374228495
2024-06-17,Podcast,50349.735509718135
2024-06-24,Podcast,31011.173116115107
2024-07-01,Podcast,20281.21541974125
2024-07-08,Podcast,13877.192448960765
2024-07-15,Podcast,20800.338600665833
2024-07-22,Podcast,45774.630141419955
2024-07-29,Podcast,42292.442170738184
2024-08-05,Podcast,37603.13334452295
2024-08-12,Podcast,48380.321380199486
2024-08-19,Podcast,29494.994092711662
2024-08-26,Podcast,19107.311873049784
2024-09-02,Podcast,12952.275980509288
2024-09-09,Podcast,34351.49885364187
2024-09-16,Podcast,40220.5500636138
2024-09-23,Podcast,35877.16881840587
2024-09-30,Podcast,48042.33101201892
2024-10-07,Podcast,40946.68571558248
2024-10-14,Podcast,25422.573936249748
2024-10-21,Podcast,16563.12533810301
2024-10-28,Podcast,11394.180659970343
2024-11-04,Podcast,28120.132555322092
2024-11-11,Podcast,37848.67598490024
2024-11-18,Podcast,42854.86207612862
2024-11-25,Podcast,37784.5554916949
2024-12-02,Podcast,51894.308946735095
2024-12-09,Podcast,31628.897538221787
2024-12-16,Podcast,20356.278618776192
2024-12-23,Podcast,13845.527029049692
2024-12-30,Podcast,21437.599169937777
2025-01-06,Podcast,32194.922324305073
2025-01-13,Podcast,35213.92017305578
2025-01-20,Podcast,38395.17594939573
2025-01-27,Podcast,41282.86411552263
2025-02-03,Podcast,24949.90414833359
2025-02-10,Podcast,16121.299749807937
2025-02-17,Podcast,10889.951857271306
2025-02-24,Podcast,27600.806553214985
2025-03-03,Podcast,32404.75043161318
2025-03-10,Podcast,31540.877134718437
2025-03-17,Podcast,32140.444504893025
2025-03-24,Podcast,43621.04231398898
2025-03-31,Podcast,26135.31623252957
2025-04-07,Podcast,16714.01484200815
2025-04-14,Podcast,11263.2513567379
2025-04-21,Podcast,33969.95252295116
2025-04-28,Podcast,40467.655111473665
2025-05-05,Podcast,49160.59335522158
2025-05-12,Podcast,50156.17886744391
2025-05-19,Podcast,44535.15291317613
2025-05-26,Podcast,27717.084725337103
2025-06-02,Podcast,18346.83119952767
2025-06-09,Podcast,12718.827465182105
2025-06-16,Podcast,27544.181666460656
2025-06-23,Podcast,37155.90459135538
2025-06-30,Podcast,41497.66929012978
2025-07-07,Podcast,37408.44562353659
2025-07-14,Podcast,36871.9392865312
2025-07-21,Podcast,22475.464196772176
2025-07-28,Podcast,14711.351509410137
2025-08-04,Podcast,9944.92648538926
2025-08-11,Podcast,28023.146253899195
2025-08-18,Podcast,37361.097638380634
2025-08-25,Podcast,44610.89401448436
2025-09-01,Podcast,42315.60030554849
2025-09-08,Podcast,42848.10156029696
2025-09-15,Podcast,26220.767841340858
2025-09-22,Podcast,17085.275511470543
2025-09-29,Podcast,11621.873355934546
2025-10-06,Podcast,32672.846435933046
2025-10-13,Podcast,37700.26599133613
2025-10-20,Podcast,43289.93808098813
2025-10-27,Podcast,49253.83258425287
2025-11-03,Podcast,49985.87861941927
2025-11-10,Podcast,30882.880084463184
2025-11-17,Podcast,20161.248895916233
2025-11-24,Podcast,13692.586100649043
2025-12-01,Podcast,30349.65927720494
2025-12-08,Podcast,46074.8337238118
2025-12-15,Podcast,61602.479345479755
2025-12-22,Podcast,57815.666038772
2023-01-02,Baseline,1747927.3080210327
2023-01-09,Baseline,1498537.0284474257
2023-01-16,Baseline,1372465.783548777
2023-01-23,Baseline,1321972.3998335593
2023-01-30,Baseline,1417484.998737974
2023-02-06,Baseline,1363763.182296791
2023-02-13,Baseline,1705956.921845427
2023-02-20,Baseline,1423875.4410330486
2023-02-27,Baseline,1409957.2826117333
2023-03-06,Baseline,1415479.439368732
2023-03-13,Baseline,1423091.2822116036
2023-03-20,Baseline,1451281.5463943812
2023-03-27,Baseline,1495403.2613045245
2023-04-03,Baseline,1507349.9379915665
2023-04-10,Baseline,1511861.284739965
2023-04-17,Baseline,1501746.60722972
2023-04-24,Baseline,1491993.98192319
2023-05-01,Baseline,1487595.4072192996
2023-05-08,Baseline,1799767.505139429
2023-05-15,Baseline,1519618.2477240523
2023-05-22,Baseline,1546245.525471529
2023-05-29,Baseline,1669938.5645184214
2023-06-05,Baseline,1594896.2027242945
2023-06-12,Baseline,1592310.592965847
2023-06-19,Baseline,1611100.4492863773
2023-06-26,Baseline,1640649.1567320025
2023-07-03,Baseline,1661975.9270035855
2023-07-10,Baseline,1701447.056648052
2023-07-17,Baseline,1726778.9984020088
2023-07-24,Baseline,1709776.9869889177
2023-07-31,Baseline,1677527.1069513666
2023-08-07,Baseline,1637842.8689749152
2023-08-14,Baseline,1602614.187208133
2023-08-21,Baseline,1601207.6127786248
2023-08-28,Baseline,1588958.3104725257
2023-09-04,Baseline,1571038.2945899037
2023-09-11,Baseline,1555472.1140523723
2023-09-18,Baseline,1536294.4850929438
2023-09-25,Baseline,1536038.8512022188
2023-10-02,Baseline,1532930.3966093028
2023-10-09,Baseline,1569976.678225296
2023-10-16,Baseline,1617454.777664936
2023-10-23,Baseline,1673007.2971823288
2023-10-30,Baseline,1712005.14860045
2023-11-06,Baseline,1768629.0225101816
2023-11-13,Baseline,1837647.7030588156
2023-11-20,Baseline,2220148.037281025
2023-11-27,Baseline,1993784.818141345
2023-12-04,Baseline,2174150.045027159
2023-12-11,Baseline,2215086.243607958
2023-12-18,Baseline,2427642.2353285155
2023-12-25,Baseline,2108244.4705787124
2024-01-01,Baseline,1880676.7202514615
2024-01-08,Baseline,1720030.638474198
2024-01-15,Baseline,1588699.4584384267
2024-01-22,Baseline,1529644.9667264093
2024-01-29,Baseline,1523967.524068711
2024-02-05,Baseline,1563124.412790528
2024-02-12,Baseline,1918695.9658200447
2024-02-19,Baseline,1619082.197805611
2024-02-26,Baseline,1719624.5521352333
2024-03-04,Baseline,1707438.054212098
2024-03-11,Baseline,1633056.1550983535
2024-03-18,Baseline,1664121.557641538
2024-03-25,Baseline,1697548.765662162
2024-04-01,Baseline,1724754.2717749504
2024-04-08,Baseline,1746171.0892099438
2024-04-15,Baseline,1720486.6306532433
2024-04-22,Baseline,1702412.193052235
2024-04-29,Baseline,1675602.2751242756
2024-05-06,Baseline,1998717.5368909277
2024-05-13,Baseline,1725440.5044429563
2024-05-20,Baseline,1784945.6127878132
2024-05-27,Baseline,1829523.7514722897
2024-06-03,Baseline,1936569.5776998329
2024-06-10,Baseline,1855506.261997123
2024-06-17,Baseline,1874283.9182372696
2024-06-24,Baseline,1893979.502281211
2024-07-01,Baseline,1928998.8008978115
2024-07-08,Baseline,1962157.1181460137
2024-07-15,Baseline,1973759.6726290935
2024-07-22,Baseline,1972423.236364917
2024-07-29,Baseline,2027359.670593836
2024-08-05,Baseline,1990628.775126569
2024-08-12,Baseline,1870157.851062614
2024-08-19,Baseline,1869579.1366126272
2024-08-26,Baseline,1854243.2595208103
2024-09-02,Baseline,1846296.6384288245
2024-09-09,Baseline,1828579.9969305596
2024-09-16,Baseline,1798014.0469819875
2024-09-23,Baseline,1787892.8579349103
2024-09-30,Baseline,1784945.9312932882
2024-10-07,Baseline,1817380.67834926
2024-10-14,Baseline,1857285.632282663
2024-10-21,Baseline,1912724.8724987255
2024-10-28,Baseline,1951874.3281156616
2024-11-04,Baseline,2001838.3006370456
2024-11-11,Baseline,2052721.2432820736
2024-11-18,Baseline,2237943.5194332954
2024-11-25,Baseline,2537384.5292047174
