CHANNEL,WEEKLY_SPEND,REVENUE,REVENUE_P05,REVENUE_P95,MARGINAL_ROI,WITHIN_OBSERVED_RANGE
Display,68744.82774683542,165070.23666174582,59510.3500857771,288361.70758916024,1.80454235668294,TRUE
Display,70962.40283544302,169031.37862383455,61363.10998655831,296655.17255662533,1.76806427693798,TRUE
Display,73179.97792405062,172912.3514300299,63209.94082894824,301584.821317702,1.73224108637614,TRUE
Display,75397.5530126582,176714.62050763957,65050.71702997311,304505.5352828651,1.697084087012661,TRUE
Display,77615.1281012658,180439.67269839768,66885.31675880426,308445.3641712542,1.6626013482085926,TRUE
Display,79832.7031898734,184089.00946699205,68713.62186521485,313294.93627260486,1.6287980429266615,TRUE
Display,82050.278278481,187664.1408293053,70535.5178036793,317940.72994205495,1.5956767606290811,TRUE
Display,84267.85336708858,191166.5799489832,72350.89355386219,323434.13946567714,1.5632377972137623,TRUE
Display,86485.42845569618,194597.838352009,74173.31217247485,329581.99279403285,1.5314794225595378,TRUE
Display,88703.00354430378,197959.4217104183,75992.942416785,335592.2913650342,1.5003981264142043,TRUE
Display,90920.57863291136,201252.8261480696,77342.64018115622,339922.59528041084,1.4699888434989836,TRUE
Display,93138.15372151896,204479.53502345993,78319.47705875686,346307.32193519804,1.4402451588141338,TRUE
Display,95355.72881012656,207641.0161468465,79258.8784972397,350731.7010473932,1.4111594942115104,TRUE
Display,97573.30389873416,210738.7193913646,80161.9387318573,357503.0165007668,1.3827232773523357,TRUE
Display,99790.87898734174,213774.07466035095,81029.75635783673,360031.60935331514,1.3549270941954643,TRUE
Display,102008.45407594934,216748.49017562196,81863.43014303458,363284.0557526067,1.3277608261663203,TRUE
Display,104226.02916455694,219663.35105399883,82664.0552242166,369797.0825850997,1.301213773143455,TRUE
Display,106443.60425316452,222520.01814187207,83432.71967349094,373175.09547811025,1.2752747633717656,TRUE
Display,108661.17934177212,225319.82708000217,84552.06475466081,376945.8062393401,1.249932251372345,TRUE
Display,110878.75443037972,228064.08757307977,85952.35150620305,383006.48462946794,1.2251744048714663,TRUE
Display,113096.32951898732,230754.08284078713,87336.93899521665,386382.1053346768,1.200989181717918,TRUE
Display,115313.9046075949,233391.06922917612,88553.63031684252,387703.6099930256,1.177364397701111,TRUE
Display,117531.4796962025,235976.27596314135,89072.26063728637,392200.1961663763,1.1542877861234495,TRUE
Display,119749.0547848101,238510.90502259825,89569.07502425899,394091.4996267196,1.1317470499211455,TRUE
Display,121966.6298734177,240996.131126662,90374.5894586049,400619.716019507,1.1097299070688835,TRUE
Display,124184.20496202528,243433.10181170577,91759.432906508,407109.34079469467,1.0882241299464035,TRUE
Display,126401.78005063288,245822.93759059507,93133.69962655328,413559.98655723786,1.067217579289752,TRUE
Display,128619.35513924048,248166.73218174544,94497.36298139388,419886.902043097,1.0466982332972363,TRUE
Display,130836.93022784806,250465.5527978344,95315.89341530034,425064.9109841593,1.026654212410149,TRUE
Display,133054.50531645567,252720.44048510943,95901.9638478817,427180.106853656,1.0070738002413224,TRUE
Display,135272.08040506326,254932.41050524107,96465.30624310506,433709.0916153264,0.9879454610808288,TRUE
Display,137489.65549367084,257102.45275256035,97006.6796173479,438841.29999237007,0.9692578543672644,TRUE
Display,139707.23058227843,259231.53220035016,97526.82775277508,440136.4402321426,0.950999846475445,TRUE
Display,141924.80567088604,261320.5893705978,98026.4786012662,445262.66128392017,0.9331605201365722,TRUE
Display,144142.38075949362,263370.5408222768,98506.34379064564,448805.9133671405,0.9157291817751184,TRUE
Display,146359.95584810124,265382.2796538276,98967.11822562233,452054.0562784404,0.8986953670174636,FALSE
Display,148577.53093670882,267356.6760160398,99409.47977611228,454946.2367519279,0.8820488446008266,FALSE
Display,150795.1060253164,269294.5776320202,99834.9821903368,457968.188469737,0.8657796188868001,FALSE
Display,153012.68111392402,271196.8103213581,100258.75501864812,460904.201027417,0.8498779311619044,FALSE
Display,155230.2562025316,273064.1785259817,100525.49378465809,463756.2497210626,0.8343342598877382,FALSE
Display,157447.8312911392,274897.4658355401,100583.48057812997,466378.8688148651,0.8191393200453264,FALSE
Display,159665.4063797468,276697.43551044585,100637.81935821928,468869.09321596264,0.8042840617021721,FALSE
Display,161882.98146835438,278464.83100098645,100688.7712752034,472421.18115546054,0.7897596679159342,FALSE
Display,164100.556556962,280200.37646114297,100736.57727346214,476519.0125197238,0.7755575520755794,FALSE
Display,166318.13164556958,281904.77725597634,100781.45970569969,480506.96120134374,0.7616693547691556,FALSE
Display,168535.70673417716,283578.7204616119,100823.62381877148,482329.3932172103,0.7480869402568452,FALSE
Display,170753.28182278475,285222.8753570329,100874.22195427176,483804.2757457528,0.7348023926185276,FALSE
Display,172970.85691139236,286837.89390702633,100935.19144754864,485124.9469067327,0.721808011636719,FALSE
Display,175188.43199999997,288424.4112357535,100994.03597076572,486681.3038899987,0.7090963084682887,FALSE
Affiliate,0.0,0.0,0.0,0.0,4.761194864770002,TRUE
Affiliate,2077.7612512171377,9886.166385047734,2905.82021078407,23124.241616512783,4.751875629314942,TRUE
Affiliate,4155.522502434275,19733.768518318175,5808.190167706566,46130.56070986666,4.724151368666378,TRUE
Affiliate,6233.283753651413,29505.20157556575,8703.67633363439,68888.57891881022,4.678707092965367,TRUE
Affiliate,8311.04500486855,39164.717253617295,11588.878431763078,91284.9445069754,4.616635342037102,TRUE
Affiliate,10388.806256085689,48679.203998869474,14460.445646039008,113211.7091735142,4.539368874867056,TRUE
Affiliate,12466.567507302823,58018.80984336787,17318.363882050093,134570.49992254635,4.448597906348298,TRUE
Affiliate,14544.328758519963,67157.38480740006,20184.346693020245,154308.05882021098,4.346180647968932,TRUE
Affiliate,16622.0900097371,76072.73773257376,23040.988588627333,174100.47122800132,4.234055413876347,TRUE
Affiliate,18699.85126095424,84746.71808170209,25887.01133232318,193223.32492480232,4.1141609763078995,TRUE
Affiliate,20777.612512171378,93165.14494556034,28721.15852330936,211525.65075404008,3.9883696997557343,TRUE
Affiliate,22855.37376338851,101317.61256163678,31542.19794158719,228970.01409988577,3.858435747491904,TRUE
Affiliate,24933.13501460565,109197.20432114018,34348.92376776973,245530.90384506903,3.7259587084367594,TRUE
Affiliate,27010.89626582279,116800.14636027868,37140.15866911268,261194.0454913027,3.5923615393854975,TRUE
Affiliate,29088.657517039926,124125.42849812476,39782.13930431247,275955.4996478824,3.458880806627014,TRUE
Affiliate,31166.418768257063,131174.41557666304,42154.63930607734,289770.6739592676,3.326566784784403,TRUE
Affiliate,33244.1800194742,137950.46707556324,44535.53058796105,302092.6900343079,3.1962909177117416,TRUE
Affiliate,35321.94127069134,144458.57786071923,47277.30169435049,311695.225619429,3.068758342372129,TRUE
Affiliate,37399.702521908475,150705.04848053062,50025.47361538807,320364.8329209538,2.9445235111838484,TRUE
Affiliate,39477.463773125615,156697.18974159405,52768.32402814179,330727.32434180897,2.824007336083349,TRUE
Affiliate,41555.225024342755,162443.06342166252,55505.63454321654,340681.7309775761,2.707514660499894,TRUE
Affiliate,43632.98627555989,167951.25886313926,58237.19638867295,349781.2320845189,2.59525120925009,TRUE
Affiliate,45710.74752677703,173230.7037341427,60962.81030103561,355697.3889418141,2.4873394547547627,TRUE
Affiliate,47788.50877799417,178290.5063253543,63682.28636585833,360006.2316736874,2.3838330669574375,TRUE
Affiliate,49866.2700292113,183139.82624863717,66395.44381273718,363799.57707339554,2.284729787351256,TRUE
Affiliate,51944.03128042844,187787.7702087485,69059.31744908351,367027.0476207924,2.1899826919340466,TRUE
Affiliate,54021.79253164558,192243.3095403389,71527.32353364298,374660.9153317928,2.09950989247122,TRUE
Affiliate,56099.55378286272,196515.2163651922,73584.9588500568,382145.5032531885,2.013202778839516,TRUE
Affiliate,58177.31503407985,200612.0154728329,75209.3207259444,388938.2971059024,1.9309329352507152,TRUE
Affiliate,60255.07628529699,204541.94931968133,76289.79694811137,391915.0607198458,1.8525578763721668,TRUE
Affiliate,62332.83753651413,208312.95384868977,77294.39734563656,394576.8603638984,1.77792575102558,TRUE
Affiliate,64410.598787731265,211932.64313316176,78666.25335095363,396955.964734658,1.7068791553008085,TRUE
Affiliate,66488.3600389484,215408.30113298615,80796.8945791448,399815.6786263915,1.6392581865707123,TRUE
Affiliate,68566.12129016554,218746.879111768,82938.50316214089,405106.3642829894,1.574902857187516,TRUE
Affiliate,70643.88254138269,221954.9974960921,85074.13453857858,409989.6959411269,1.5136549730663054,TRUE
Affiliate,72721.64379259982,225038.95116267164,87180.29695033701,414518.8230720618,1.4553595688956649,TRUE
Affiliate,74799.40504381695,228004.71731634493,89256.68419511664,418761.343983216,1.3998659789668573,TRUE
Affiliate,76877.1662950341,230857.96527366323,90541.1753712948,422732.8793657629,1.347028610924039,TRUE
Affiliate,78954.92754625123,233604.0675955552,91463.00505430912,425306.64889841335,1.2967074792679814,TRUE
Affiliate,81032.68879746836,236248.11212085615,92331.72279663631,426146.267571546,1.2487685462334286,TRUE
Affiliate,83110.45004868551,238794.91454291265,93712.94802076984,426799.61451027304,1.2030839096663766,TRUE
Affiliate,85188.21129990264,241249.0312465109,95461.504077807,427374.46245511115,1.159531870668788,TRUE
Affiliate,87265.97255111978,243614.7721842171,97175.5593157514,427880.16404174623,1.1179969079471603,TRUE
Affiliate,89343.73380233692,245896.2136219382,98488.3481624902,429322.9185710385,1.0783695808821163,TRUE
Affiliate,91421.49505355406,248097.21062484515,100182.8711164332,429630.8502082048,1.040546379213338,TRUE
Affiliate,93499.2563047712,250221.4091882968,101845.91028506149,429842.9005411155,1.0044295337983458,TRUE
Affiliate,95577.01755598834,252272.25794539545,103477.57600694252,430033.25511239487,0.969926800054911,TRUE
Affiliate,97654.77880720548,254253.01940440183,105078.99273632868,430204.47048867773,0.9369512233455328,FALSE
Affiliate,99732.5400584226,256166.7806864094,105745.8124813766,430407.5609760203,0.9054208936300624,FALSE
Affiliate,101810.30130963976,258016.46374718315,106738.57119093002,430702.954905748,0.8752586951308079,FALSE
Affiliate,103888.06256085688,259804.83507764144,108739.07955852752,431668.80764087074,0.8463920554649899,FALSE
Affiliate,105965.82381207404,261534.51488556515,110732.44773810546,432862.79887368734,0.8187526976524421,FALSE
Affiliate,108043.58506329116,263207.9857673095,112204.66937803944,433967.70713485486,0.7922763975601073,FALSE
Affiliate,110121.3463145083,264827.60088287276,113578.01208882991,434989.9856664848,0.7669027486636764,FALSE
Affiliate,112199.10756572544,266395.59165098856,114000.58808443228,435935.64895035326,0.7425749354615003,FALSE
Affiliate,114276.86881694256,267914.0749832325,114244.4821551624,436810.2982442899,0.719239516441804,FALSE
Affiliate,116354.6300681597,269385.06007761555,115818.52307210656,437619.1462982031,0.6968462171611722,FALSE
Affiliate,118432.39131937684,270810.45479302196,117692.6282629996,438367.04115919466,0.6753477337232319,FALSE
Affiliate,120510.152570594,272192.07162620954,119561.18539462738,439058.4890016322,0.6546995467375487,FALSE
Affiliate,122587.91382181112,273531.6333130925,120842.63663748952,439697.67594022845,0.6348597456786692,FALSE
Affiliate,124665.67507302828,274830.7780757207,121919.07277011228,440288.4888026312,0.6157888634443611,FALSE
Affiliate,126743.4363242454,276091.0645358648,122648.24478469008,445201.3431428413,0.5974497208228888,FALSE
Affiliate,128821.19757546252,277313.9763154311,122965.0596660848,447802.8329039848,0.5798072805152161,FALSE
Affiliate,130898.95882667968,278500.9263431551,123267.26547895484,447995.8756770977,0.5628285103142129,FALSE
Affiliate,132976.7200778968,279653.26088615926,123577.21961856436,448655.922328228,0.5464822550150349,FALSE
Affiliate,135054.48132911394,280772.26332406315,123869.73466925744,451210.3224246737,0.5307391166154721,FALSE
Affiliate,137132.24258033108,281859.1576824017,124145.76625352191,453872.0925897318,0.5155713423593863,FALSE
Affiliate,139210.00383154824,282915.1119411847,124406.22125142766,456078.93944287655,0.5009527201781809,FALSE
Affiliate,141287.76508276537,283941.2411335203,124651.95983647814,458746.8400699604,0.4868584810927081,FALSE
Affiliate,143365.5263339825,284938.6102483096,124883.79748274162,461028.50216090993,0.4732652081497495,FALSE
Affiliate,145443.28758519964,285908.2369501646,125102.50693542392,461735.27768417745,0.4601507514818774,FALSE
Affiliate,147521.04883641677,286851.0941288621,125308.82013842648,461817.8022010411,0.4474941490964033,FALSE
Affiliate,149598.8100876339,287768.11228983675,125503.08313116324,461892.78993945976,0.4352755530172809,FALSE
Affiliate,151676.57133885106,288660.1817964691,125532.1340611096,461960.9389347993,0.423476160422859,FALSE
Affiliate,153754.3325900682,289528.1549741858,125559.6396401094,462022.8819414456,0.412078149441724,FALSE
Affiliate,155832.09384128533,290372.84808572556,125585.70312519088,462079.19256682374,0.4010646192881746,FALSE
Affiliate,157909.85509250246,291195.0431862626,125610.41900941648,462130.3908301222,0.3904195344379502,FALSE
Affiliate,159987.6163437196,291995.48986649944,125633.87389314728,462176.948199021,0.3801276725634077,FALSE
Affiliate,162065.37759493673,292774.9068912544,125656.14726225514,464558.4741630093,0.3701745759652868,FALSE
Affiliate,164143.13884615386,293533.9837405551,125677.312183443,466842.1193097009,0.360546506255466,FALSE
Email / CRM,0.0,0.0,0.0,0.0,4.726905521157326,TRUE
Email / CRM,546.6182278481012,2582.930855030101,229.52390652918345,7226.14673296848,4.722068191727038,TRUE
Email / CRM,1093.2364556962025,5160.5875036721945,458.9103114552328,14424.60246173468,4.707633668815038,TRUE
Email / CRM,1639.8546835443035,7727.779719424551,688.0220574490728,21568.10406714352,4.683830476793786,TRUE
Email / CRM,2186.472911392405,10279.481080392165,916.7226738949836,28630.23013937103,4.6510270067384765,TRUE
Email / CRM,2733.091139240506,12810.90093108559,1144.876715677147,35585.787470664494,4.60971419096463,TRUE
Email / CRM,3279.7093670886075,15317.545583548315,1372.3500965287424,42411.15845837272,4.560483775221955,TRUE
Email / CRM,3826.327594936709,17795.266887529244,1599.010415208258,49084.59976871524,4.504004165122653,TRUE
Email / CRM,4372.94582278481,20240.297378098938,1824.7272728324344,55586.48514529035,4.440995771023962,TRUE
Email / CRM,4919.564050632911,22649.27219111029,2049.3725797745105,61934.85119378875,4.372207488693176,TRUE
Email / CRM,5466.182278481012,25019.238719978635,2272.820850629083,68621.456562694,4.298395529490532,TRUE
Email / CRM,6012.800506329114,27347.655524453625,2494.949485849751,75248.28445330521,4.220305353045255,TRUE
Email / CRM,6559.418734177215,29632.382295593667,2715.6390387813103,81810.23233779041,4.1386570349894685,TRUE
Email / CRM,7106.036962025316,31871.662767004273,2934.7734669331344,88302.42704696364,4.054134067673681,TRUE
Email / CRM,7652.655189873418,34064.102392797184,3152.240366472916,94680.6984132846,3.967375358040019,TRUE
Email / CRM,8199.273417721519,36208.642441768054,3367.9311890584763,100007.673758908,3.8789700473646223,TRUE
Email / CRM,8745.89164556962,38304.531931844685,3581.7414402681834,104697.53314249218,3.789454714160787,TRUE
Email / CRM,9292.50987341772,40351.29858460097,3802.787657511556,109071.9588437547,3.699312512573416,TRUE
Email / CRM,9839.128101265822,42348.71974077775,4025.4097025137817,113169.75781757056,3.608973824348973,TRUE
Email / CRM,10385.746329113925,44296.79395881411,4248.161971066685,117433.82753874813,3.5188180473719513,TRUE
Email / CRM,10932.364556962024,46195.71382663309,4470.771788961594,122150.77776485238,3.4291761968269667,TRUE
Email / CRM,11478.982784810129,48045.84035472279,4693.231793075438,125910.29740942284,3.3403340492083875,TRUE
Email / CRM,12025.601012658228,49847.67918526188,4915.534640768758,130063.53092051973,3.25253561053464,TRUE
Email / CRM,12572.219240506329,51601.85874535811,5137.673010866479,134100.7317098712,3.1659867361153715,TRUE
Email / CRM,13118.83746835443,53309.110389301495,5359.639604632429,138093.71581289935,3.080858769215112,TRUE
Email / CRM,13665.45569620253,54970.25051176352,5581.427146737335,142463.34539293498,2.997292099856083,TRUE
Email / CRM,14212.073924050632,56586.16456782469,5803.028386220018,146659.4269436265,2.9153995731182523,TRUE
Email / CRM,14758.692151898733,58157.792903572124,6024.43609744152,150564.67472724564,2.835269699151634,TRUE
Email / CRM,15305.310379746836,59686.118280065886,6245.6430810319325,152635.49360122287,2.7569696353280277,TRUE
Email / CRM,15851.928607594937,61172.15496135413,6466.6421648296,156182.17863149848,2.680547925162549,TRUE
Email / CRM,16398.546835443038,62616.939231913966,6687.426204812513,159701.7366883422,2.606036989443902,TRUE
Email / CRM,16945.165063291137,64021.52120869942,6907.988086021577,163029.93304365716,2.533455373000043,TRUE
Email / CRM,17491.78329113924,65386.957816499424,7128.320723475586,164634.69497428933,2.4628097562091456,TRUE
Email / CRM,18038.401518987343,66714.30680141071,7348.417063077544,165127.12883723504,2.394096744202662,TRUE
Email / CRM,18585.01974683544,68004.62166501782,7568.270082512202,167117.04052469382,2.3273044490915074,TRUE
Email / CRM,19131.637974683545,69258.94741064306,7787.872792134532,169267.57556148455,2.262413881813488,TRUE
Email / CRM,19678.256202531644,70478.3170022505,8007.218235848885,171297.13926219786,2.199400170627842,TRUE
Email / CRM,20224.874430379747,71663.74844586985,8227.5517805196,173139.0091434039,2.138233623099208,TRUE
Email / CRM,20771.49265822785,72816.24241245909,8448.633326313122,176014.09276639044,2.0788806478006685,TRUE
Email / CRM,21318.11088607595,73936.78032976217,8669.612684452188,179289.6411704099,2.0213045510679826,TRUE
Email / CRM,21864.729113924048,75026.32287881122,8890.487242829906,181514.73566452385,1.9654662230654572,TRUE
Email / CRM,22411.34734177215,76085.808838204,9111.25439524056,182273.29882233855,1.9113247262625024,TRUE
Email / CRM,22957.965569620257,77116.15422611928,9331.911541518026,182973.08925284137,1.858837798230282,TRUE
Email / CRM,23504.583797468353,78118.25169622555,9552.4560876733,185311.54437603653,1.8079622794945416,TRUE
Email / CRM,24051.202025316456,79092.97014919248,9772.885446031092,188606.86697982872,1.7586544760539078,TRUE
Email / CRM,24597.820253164555,80041.1545264737,9993.197035365363,191850.6625938909,1.710870465112349,TRUE
Email / CRM,25144.438481012658,80963.62575743471,10213.388281033953,194316.36043285567,1.6645663515915226,TRUE
Email / CRM,25691.056708860757,81861.18083477841,10433.456615112143,195175.70210463647,1.6196984820892022,TRUE
Email / CRM,26237.67493670886,82734.59299664525,10653.39947652526,196275.335420612,1.5762236221348005,TRUE
Email / CRM,26784.29316455696,83584.61199675406,10873.214311180156,197897.46826458577,1.534099101860343,TRUE
Email / CRM,27330.91139240506,84411.96444656728,11092.89857209567,199274.13787589525,1.493282934551709,TRUE
Email / CRM,27877.529620253164,85217.35421574384,11312.449719532042,201794.09848701383,1.4537339119647392,TRUE
Email / CRM,28424.147848101264,86001.46287912191,11531.865221119186,204167.7925954328,1.4154116797787184,TRUE
Email / CRM,28970.766075949366,86764.95020019184,11751.14255198387,206349.48998910724,1.3782767961095015,TRUE
Email / CRM,29517.384303797466,87508.4546425082,11970.279194875797,206712.43397591793,1.342290775609948,TRUE
Email / CRM,30064.00253164557,88232.59390177297,12189.272640292536,207017.6127511288,1.307416121340765,TRUE
Email / CRM,30610.62075949367,88937.9654524315,12408.120386603265,207297.6563904296,1.2736163462945818,TRUE
Email / CRM,31157.23898734177,89625.14710358226,12626.819940171432,207554.6071116978,1.2408559861951247,TRUE
Email / CRM,31703.857215189873,90294.69755982078,12819.617950307033,207666.56021793035,1.209100604966765,TRUE
Email / CRM,32250.475443037973,90947.15698334567,12956.699204605124,207753.8257869352,1.1783167940736414,TRUE
Email / CRM,32797.093670886075,91583.0475542677,13160.069736722917,207832.3917693969,1.1484721667576954,TRUE
Email / CRM,33343.711898734175,92202.87402657785,13362.886493346035,207903.1261987998,1.119535348058306,TRUE
Email / CRM,33890.330126582274,92807.1242776826,13565.14973166736,208308.67436840967,1.0914759613695393,TRUE
Email / CRM,34436.94835443038,93396.2698497948,13766.859571797526,209454.15087835325,1.0642646121817931,TRUE
Email / CRM,34983.56658227848,93970.76648179362,13968.015997607432,211020.05842745613,1.0378728695603912,TRUE
Email / CRM,35530.18481012658,94531.0546304536,14168.618858257129,212327.87637847543,1.0122732458326005,TRUE
Email / CRM,36076.803037974685,95077.55998017213,14318.03692472998,213591.93851722183,0.987439174884576,FALSE
Email / CRM,36623.421265822784,95610.6939405323,14425.943503427192,214813.46376635504,0.9633449894096944,FALSE
Email / CRM,37170.03949367088,96130.85413121057,14534.74520432875,215993.65486124615,0.9399658973979308,FALSE
Email / CRM,37716.65772151898,96638.42485388224,14578.239921031249,217133.6971435674,0.9172779581114548,FALSE
Email / CRM,38263.27594936709,97133.77755090236,14616.335078682898,218191.61299336707,0.8952580577533378,FALSE
Email / CRM,38809.89417721519,97617.27125064236,14652.80512250403,219200.7424170504,0.8738838850034615,FALSE
Email / CRM,39356.51240506329,98089.25299945266,14687.732378255836,219509.5788362211,0.8531339065673669,FALSE
Email / CRM,39903.130632911394,98550.05828029102,14721.195173102442,219759.6462170792,0.8329873428596473,FALSE
Email / CRM,40449.74886075949,99000.01141811932,14753.267996121072,220773.7639860655,0.8134241439226234,FALSE
Email / CRM,40996.36708860759,99439.42597222028,14784.021656238454,221937.80213256073,0.794424965663222,FALSE
Email / CRM,41542.98531645569,99868.60511562852,14945.629987895394,223067.57433370917,0.7759711464756971,FALSE
Email / CRM,42089.6035443038,100287.84200189942,15108.883495526354,224163.92409210824,0.7580446843047555,FALSE
Email / CRM,42636.2217721519,100697.4201194731,15271.217460082618,225227.68464735415,0.7406282141924723,FALSE
Email / CRM,43182.84,101097.61363390306,15432.629904444932,226259.6783671017,0.723704986342785,FALSE
Direct Mail,0.0,0.0,0.0,0.0,1.4016202364123145,TRUE
Direct Mail,2866.773569620253,4016.866269629829,781.9643252486156,9047.593674575355,1.4003011192100814,TRUE
Direct Mail,5733.547139240506,8026.200316841104,1563.8272202999196,18057.40171706146,1.3963761012058185,TRUE
Direct Mail,8600.32070886076,12020.652346132929,2345.4873110919334,27043.17393198966,1.389939109060471,TRUE
Direct Mail,11467.094278481012,15993.220420158545,3126.8433357595177,36002.025419473604,1.3811370912597432,TRUE
Direct Mail,14333.867848101265,19937.38541013437,3907.794200548658,44897.151683228985,1.3701576740545034,TRUE
Direct Mail,17200.64141772152,23847.207799386528,4688.239035510146,53641.21387698185,1.3572152692959871,TRUE
Direct Mail,20067.41498734177,27717.384984555087,5468.077249900251,61990.70699912142,1.3425377135664802,TRUE
Direct Mail,22934.188556962024,31543.272886912266,6247.208587216382,70711.4891483669,1.326354912164144,TRUE
Direct Mail,25800.96212658228,35320.87881766391,7025.533179796993,79434.14138927581,1.3088901976298986,TRUE
Direct Mail,28667.73569620253,39046.83358168642,7802.951602915855,88221.19044479416,1.2903544517424104,TRUE
Direct Mail,31534.509265822784,42718.350274333134,8579.36492830238,96875.69342779215,1.2709426156999697,TRUE
Direct Mail,34401.28283544304,46333.175839898766,9354.674777020891,105395.33687907462,1.2508320333410223,TRUE
Direct Mail,37268.05640506329,49889.53983453176,10128.783371643634,114135.14578544156,1.23018207097534,TRUE
Direct Mail,40134.82997468354,53386.10336221015,10901.593587653862,122743.37366091547,1.2091345513117435,TRUE
Direct Mail,43001.6035443038,56821.910001116914,11673.009004017546,131106.56919075327,1.1878146614738856,TRUE
Direct Mail,45868.37711392405,60196.3397287382,12442.933952863988,137870.23359427735,1.1663321070586192,TRUE
Direct Mail,48735.1506835443,63509.06633000472,13211.273568218265,145817.2820506171,1.1447823699420856,TRUE
Direct Mail,51601.92425316456,66760.01845461526,13977.933833730296,153752.5415831327,1.1232479859386602,TRUE
Direct Mail,54468.69782278481,69949.34430582078,14742.821629348107,159709.9556097595,1.101799794852718,TRUE
Direct Mail,57335.47139240506,73077.37984024853,15505.844776885237,167664.19424931725,1.0804981367380109,TRUE
Direct Mail,60202.24496202532,76144.62030201557,16266.912084434904,175921.9979070012,1.059393980088933,TRUE
Direct Mail,63069.01853164557,79151.69488386773,17025.933389586273,184125.99621634424,1.0385299743183072,TRUE
Direct Mail,65935.79210126582,82099.3442921637,17782.819601400788,188394.64515999547,1.0179414227516044,TRUE
Direct Mail,68802.56567088608,84988.40098553884,18537.482741109736,194061.1689551237,0.9976571748791536,TRUE
Direct Mail,71669.33924050632,87819.7718562168,19289.835981496493,200286.14587829635,0.9777004384369852,TRUE
Direct Mail,74536.11281012658,90594.42312670407,20039.79368493044,206054.6808794377,0.9580895133231204,TRUE
Direct Mail,77402.88637974684,93313.36724206536,20787.271440022017,209665.55758151785,0.938838450501288,TRUE
Direct Mail,80269.65994936708,95977.6515483369,21532.186096871497,214859.04013213547,0.9199576399264182,TRUE
Direct Mail,83136.43351898734,98588.34856016614,22260.587724063545,217714.5154995137,0.9014543321572662,TRUE
Direct Mail,86003.2070886076,101146.54763475912,22899.70584391633,221376.26378414631,0.8833330987174027,TRUE
Direct Mail,88869.98065822784,103653.34788404068,23527.66731619491,223263.75613509308,0.865596236451958,TRUE
Direct Mail,91736.7542278481,106109.85217202992,24144.37332814974,224696.05417677635,0.8482441211380776,TRUE
Direct Mail,94603.52779746836,108517.16205934696,24749.7430327429,230962.72864656517,0.8312755154778396,TRUE
Direct Mail,97470.3013670886,110876.37357116066,25343.71306285648,237447.70560563827,0.814687836370005,TRUE
Direct Mail,100337.07493670886,113188.57367850204,25875.878130021974,242179.89536569448,0.798477386053559,TRUE
Direct Mail,103203.84850632912,115454.83739554229,26511.22421704599,248050.57668132652,0.7826395513694168,TRUE
Direct Mail,106070.62207594936,117676.22540708842,27158.658996167804,253693.14006612453,0.7671689750191878,TRUE
Direct Mail,108937.39564556962,119853.78215113496,27799.573360660594,259409.106023753,0.7520597023287009,TRUE
Direct Mail,111804.16921518988,121988.53429083888,28437.27265324272,265046.86929460446,0.7373053066616083,TRUE
Direct Mail,114670.94278481012,124081.4895188116,29072.65584752282,270546.05354768224,0.7228989962833079,TRUE
Direct Mail,117537.71635443038,126133.63564417088,29701.70103956562,275969.0687473755,0.7088337051533167,TRUE
Direct Mail,120404.48992405063,128145.93991947793,30324.337463378553,281265.2335414303,0.6951021698278613,TRUE
Direct Mail,123271.26349367088,130119.34857054269,30940.49924649883,285009.79300875607,0.6816969943853057,TRUE
Direct Mail,126138.03706329114,132054.78649720788,31550.125371070488,289525.58304062265,0.6686107050447366,TRUE
Direct Mail,129004.8106329114,133953.15711770163,32184.389419853836,293524.5719316893,0.6558357959319615,TRUE
Direct Mail,131871.58420253164,135815.34233302885,32834.09200222739,297408.9087300202,0.643364767255416,TRUE
Direct Mail,134738.35777215188,137642.20259125187,33479.82033613751,301180.49795990175,0.6311901569855705,TRUE
Direct Mail,137605.13134177215,139434.5770344198,34121.52248831598,304841.31380448845,0.6193045669830552,TRUE
Direct Mail,140471.9049113924,141193.2837134336,34759.14833413661,308393.3913159006,0.6077006843910713,TRUE
Direct Mail,143338.67848101264,142919.11985830212,35138.141477058016,311838.81801006856,0.5963712989946148,TRUE
Direct Mail,146205.4520506329,144612.86219311476,35600.699951423405,315179.7258576049,0.585309317150821,TRUE
Direct Mail,149072.22562025316,146275.26728666134,36157.62224137639,318418.2836783666,0.5745077728095592,TRUE
Direct Mail,151938.9991898734,147907.07193101838,36751.82678459344,321550.175051458,0.5639598360696897,TRUE
Direct Mail,154805.77275949367,149508.99354159163,37394.85319132234,324725.75850886677,0.553658819652716,TRUE
Direct Mail,157672.54632911392,151081.7305731305,37769.65528845851,328102.3995685918,0.5435981836206321,TRUE
Direct Mail,160539.31989873416,152625.96294708762,38270.84880928152,331388.52421409707,0.5337715386174494,TRUE
Direct Mail,163406.09346835443,154142.3524864472,38765.06707861856,334585.69175374974,0.5241726478731589,TRUE
Direct Mail,166272.86703797468,155631.54335476912,39259.60399294877,337695.48978959786,0.5147954281738755,TRUE
Direct Mail,169139.64060759492,157094.1624967441,39766.82229204435,341825.7398022974,0.5056339499718856,TRUE
Direct Mail,172006.4141772152,158530.82007801087,40267.213219906494,347196.2165400043,0.4966824367834931,TRUE
