WEEK_START,CHANNEL,SPEND,IMPRESSIONS
2023-09-25,Affiliate,45309.95,3494491
2023-10-02,Affiliate,36173.11,3255409
2023-10-09,Affiliate,68312.12,5879793
2023-10-16,Affiliate,41542.94,3680389
2023-10-23,Affiliate,30781.45,2593778
2023-10-30,Affiliate,56872.91,4533515
2023-11-06,Affiliate,37333.25,3439883
2023-11-13,Affiliate,79798.53,6964364
2023-11-20,Affiliate,88119.35,6957524
2023-11-27,Affiliate,68859.72,5753059
2023-12-04,Affiliate,51389.01,4369626
2023-12-11,Affiliate,57057.85,4817787
2023-12-18,Affiliate,62065.43,5265378
2023-12-25,Affiliate,67491.34,5798050
2024-01-01,Affiliate,54802.92,4669382
2024-01-08,Affiliate,65167.12,5227129
2024-01-15,Affiliate,62510.4,5395932
2024-01-22,Affiliate,34498.13,2849788
2024-01-29,Affiliate,65555.55,5152821
2024-02-05,Affiliate,41543.94,3409410
2024-02-12,Affiliate,73739.25,6239062
2024-02-19,Affiliate,77473.47,6702049
2024-02-26,Affiliate,53083.84,4317843
2024-03-04,Affiliate,63946.49,5667512
2024-03-11,Affiliate,34058.34,2703223
2024-03-18,Affiliate,65040.29,4964679
2024-03-25,Affiliate,41034.93,3896592
2024-04-01,Affiliate,50590.95,4088339
2024-04-08,Affiliate,41621.5,3701983
2024-04-15,Affiliate,55745.16,4693500
2024-04-22,Affiliate,43336.23,3921970
2024-04-29,Affiliate,83933.59,7000949
2024-05-06,Affiliate,46415.95,4256397
2024-05-13,Affiliate,38157.45,3273946
2024-05-20,Affiliate,41219.35,3637158
2024-05-27,Affiliate,44047.37,3985209
2024-06-03,Affiliate,48146.19,4008475
2024-06-10,Affiliate,57851.42,4372033
2024-06-17,Affiliate,59585.54,4786535
2024-06-24,Affiliate,69117.57,5368709
2024-07-01,Affiliate,29978.3,2455188
2024-07-08,Affiliate,63941.91,5069359
2024-07-15,Affiliate,48720.42,4094630
2024-07-22,Affiliate,44885.44,3311136
2024-07-29,Affiliate,43367.72,3550590
2024-08-05,Affiliate,41375.97,3605761
2024-08-12,Affiliate,57832.48,4569750
2024-08-19,Affiliate,41721.64,3660452
2024-08-26,Affiliate,48871.46,4095261
2024-09-02,Affiliate,42887.15,3540416
2024-09-09,Affiliate,36133.84,2935302
2024-09-16,Affiliate,68096.62,5425337
2024-09-23,Affiliate,22848.38,1804033
2024-09-30,Affiliate,50821.84,4250615
2024-10-07,Affiliate,52987.64,4101283
2024-10-14,Affiliate,60482.82,4931276
2024-10-21,Affiliate,52035.91,4066511
2024-10-28,Affiliate,34233.85,2716557
2024-11-04,Affiliate,50166.5,4144574
2024-11-11,Affiliate,65749.51,5375497
2024-11-18,Affiliate,39376.41,3332879
2024-11-25,Affiliate,34786.98,3054996
2024-12-02,Affiliate,34460.07,3060664
2024-12-09,Affiliate,85695.88,7034035
2024-12-16,Affiliate,42882.4,4017838
2024-12-23,Affiliate,62994.29,5118008
2024-12-30,Affiliate,70784.71,5901450
2025-01-06,Affiliate,80009.53,6589927
2025-01-13,Affiliate,46662.11,3477086
2025-01-20,Affiliate,61275.38,4854019
2025-01-27,Affiliate,70931.55,6014403
2025-02-03,Affiliate,65439.87,5244145
2025-02-10,Affiliate,49569.28,4208867
2025-02-17,Affiliate,69995.49,6031058
2025-02-24,Affiliate,31456.58,2453806
2025-03-03,Affiliate,44870.36,3769792
2025-03-10,Affiliate,46789.63,3797610
2025-03-17,Affiliate,64445.96,5164252
2025-03-24,Affiliate,47340.62,3962657
2025-03-31,Affiliate,40670.54,3464241
2025-04-07,Affiliate,33919.55,3004304
2025-04-14,Affiliate,28147.92,2289980
2025-04-21,Affiliate,66559.97,5325149
2025-04-28,Affiliate,49617.56,3877458
2025-05-05,Affiliate,42136.05,3502567
2025-05-12,Affiliate,85515.3,7309503
2025-05-19,Affiliate,44265.61,3781137
2025-05-26,Affiliate,59351.94,4539833
2025-06-02,Affiliate,53429.16,4108987
2025-06-09,Affiliate,57477.29,4939529
2025-06-16,Affiliate,42693.6,3506746
2025-06-23,Affiliate,71118.58,5619633
2025-06-30,Affiliate,51721.62,4300472
2025-07-07,Affiliate,32231.93,2847402
2025-07-14,Affiliate,69128.16,5415451
2025-07-21,Affiliate,44564.74,3851859
2025-07-28,Affiliate,47554.44,4147058
2025-08-04,Affiliate,55804.86,4745199
2025-08-11,Affiliate,41774.21,3577076
2025-08-18,Affiliate,59703.04,5153069
2025-08-25,Affiliate,29978.85,2607967
2025-09-01,Affiliate,39348.22,3292317
2025-09-08,Affiliate,40402.34,3297436
2025-09-15,Affiliate,30689.7,2655204
2025-09-22,Affiliate,64786.85,5434569
2025-09-29,Affiliate,48935.38,4532579
2025-10-06,Affiliate,56141.28,4787719
2025-10-13,Affiliate,76294.04,6618008
2025-10-20,Affiliate,95786.15,7864207
2025-10-27,Affiliate,51295.32,4128861
2025-11-03,Affiliate,56754.43,4745868
2025-11-10,Affiliate,48967.78,4050693
2025-11-17,Affiliate,49041.73,3862714
2025-11-24,Affiliate,61607.91,5201554
2025-12-01,Affiliate,49302.66,4314106
2025-12-08,Affiliate,77759.53,6476800
2025-12-15,Affiliate,86180.45,7400481
2025-12-22,Affiliate,54917.98,4503477
2023-01-02,Email / CRM,5948.77,3826874
2023-01-09,Email / CRM,15184.9,10298180
2023-01-16,Email / CRM,12816.37,8365140
2023-01-23,Email / CRM,13886.71,9013912
2023-01-30,Email / CRM,8847.0,5893404
2023-02-06,Email / CRM,9938.62,7057220
2023-02-13,Email / CRM,16753.1,11785283
2023-02-20,Email / CRM,13765.48,9375741
2023-02-27,Email / CRM,12928.48,8915092
2023-03-06,Email / CRM,17755.31,12423073
2023-03-13,Email / CRM,10427.49,6976430
2023-03-20,Email / CRM,8098.61,5302032
2023-03-27,Email / CRM,11284.65,7864086
2023-04-03,Email / CRM,6713.93,4280541
2023-04-10,Email / CRM,11072.94,7922775
2023-04-17,Email / CRM,17452.87,11392154
2023-04-24,Email / CRM,12118.48,8450493
2023-05-01,Email / CRM,10407.64,6200478
2023-05-08,Email / CRM,26560.95,17549654
2023-05-15,Email / CRM,9653.81,5882629
2023-05-22,Email / CRM,12660.95,7596389
2023-05-29,Email / CRM,12259.42,8882250
2023-06-05,Email / CRM,10881.22,7489029
2023-06-12,Email / CRM,9275.51,6084232
2023-06-19,Email / CRM,17486.32,11795229
2023-06-26,Email / CRM,9551.97,6417427
2023-07-03,Email / CRM,15526.76,10152923
2023-07-10,Email / CRM,21919.01,16803130
2023-07-17,Email / CRM,12051.4,7612294
2023-07-24,Email / CRM,10633.32,7281934
2023-07-31,Email / CRM,13749.11,9117898
2023-08-07,Email / CRM,11901.37,8242807
2023-08-14,Email / CRM,13361.18,8435799
2023-08-21,Email / CRM,14396.28,9771990
2023-08-28,Email / CRM,16730.6,11086320
2023-09-04,Email / CRM,17695.05,11276937
2023-09-11,Email / CRM,18771.83,11731378
2023-09-18,Email / CRM,11615.5,7651837
2023-09-25,Email / CRM,7141.96,4902462
2023-10-02,Email / CRM,16735.62,10842763
2023-10-09,Email / CRM,12787.53,8821786
2023-10-16,Email / CRM,7802.13,5476620
2023-10-23,Email / CRM,14104.4,9651775
2023-10-30,Email / CRM,17033.01,11121210
2023-11-06,Email / CRM,14825.87,9832748
2023-11-13,Email / CRM,9371.85,6409780
2023-11-20,Email / CRM,15908.08,10001189
2023-11-27,Email / CRM,15246.82,9797838
2023-12-04,Email / CRM,16609.01,11429788
2023-12-11,Email / CRM,35985.7,25018958
2023-12-18,Email / CRM,17419.23,12086969
2023-12-25,Email / CRM,14798.99,10918712
2024-01-01,Email / CRM,19942.41,14188391
2024-01-08,Email / CRM,10684.8,7051482
2024-01-15,Email / CRM,14280.89,9792037
2024-01-22,Email / CRM,6937.52,4806937
2024-01-29,Email / CRM,12644.65,7961573
2024-02-05,Email / CRM,10335.33,7791817
2024-02-12,Email / CRM,12531.66,8741640
2024-02-19,Email / CRM,7795.29,5511846
2024-02-26,Email / CRM,11591.78,7934539
2024-03-04,Email / CRM,10895.9,7451759
2024-03-11,Email / CRM,12042.05,7755768
2024-03-18,Email / CRM,7653.11,5498321
2024-03-25,Email / CRM,9352.72,5952869
2024-04-01,Email / CRM,14024.61,9515787
2024-04-08,Email / CRM,13679.74,8686754
2024-04-15,Email / CRM,11378.43,7611760
2024-04-22,Email / CRM,14120.83,8688991
2024-04-29,Email / CRM,9233.9,6196861
2024-05-06,Email / CRM,13629.94,9377098
2024-05-13,Email / CRM,25181.42,16807998
2024-05-20,Email / CRM,11698.11,7434319
2024-05-27,Email / CRM,17069.53,11119193
2024-06-03,Email / CRM,9035.46,6353437
2024-06-10,Email / CRM,10881.43,6254716
2024-06-17,Email / CRM,8897.27,6151004
2024-06-24,Email / CRM,13183.21,7749666
2024-07-01,Email / CRM,10976.24,7247454
2024-07-08,Email / CRM,10436.92,6853080
2024-07-15,Email / CRM,12992.32,8426693
2024-07-22,Email / CRM,9772.9,6273264
2024-07-29,Email / CRM,14039.25,8625617
2024-08-05,Email / CRM,9619.44,6303019
2024-08-12,Email / CRM,11067.14,7543808
2024-08-19,Email / CRM,8210.66,5035582
2024-08-26,Email / CRM,8099.47,5322976
2024-09-02,Email / CRM,21117.95,14518535
2024-09-09,Email / CRM,9420.29,6302514
2024-09-16,Email / CRM,20373.09,13009673
2024-09-23,Email / CRM,14189.47,9487077
2024-09-30,Email / CRM,10871.79,7130344
2024-10-07,Email / CRM,10557.41,6809903
2024-10-14,Email / CRM,10741.83,7162336
2024-10-21,Email / CRM,16007.45,11259366
2024-10-28,Email / CRM,12218.15,8212359
2024-11-04,Email / CRM,16296.18,11005484
2024-11-11,Email / CRM,10172.38,6867176
2024-11-18,Email / CRM,10756.92,6891233
2024-11-25,Email / CRM,8312.01,5759738
2024-12-02,Email / CRM,20295.55,13114793
2024-12-09,Email / CRM,14105.69,8866512
2024-12-16,Email / CRM,10340.0,6867335
2024-12-23,Email / CRM,15271.11,10109420
2024-12-30,Email / CRM,15747.43,10495057
2025-01-06,Email / CRM,8275.04,5150088
2025-01-13,Email / CRM,11525.68,6995562
2025-01-20,Email / CRM,10785.38,6690835
2025-01-27,Email / CRM,26521.36,16399094
2025-02-03,Email / CRM,11354.15,7862281
2025-02-10,Email / CRM,14094.0,10321829
2025-02-17,Email / CRM,9585.92,6323202
2025-02-24,Email / CRM,13490.4,8696093
2025-03-03,Email / CRM,6209.92,4194598
2025-03-10,Email / CRM,9744.53,6726265
2025-03-17,Email / CRM,9670.32,6005154
2025-03-24,Email / CRM,15561.76,9962373
2025-03-31,Email / CRM,14830.77,9705764
2025-04-07,Email / CRM,12142.38,8300755
2025-04-14,Email / CRM,16016.53,11549403
2025-04-21,Email / CRM,9855.62,6426957
2025-04-28,Email / CRM,9609.62,6547913
2025-05-05,Email / CRM,17824.97,11934359
2025-05-12,Email / CRM,14833.46,10041303
2025-05-19,Email / CRM,6968.41,4368001
2025-05-26,Email / CRM,18175.29,11830775
2025-06-02,Email / CRM,10396.37,6969417
2025-06-09,Email / CRM,7960.28,5640596
2025-06-16,Email / CRM,14501.79,9938325
2025-06-23,Email / CRM,7623.13,5318754
2025-06-30,Email / CRM,14758.19,9482789
2025-07-07,Email / CRM,10906.98,7588749
2025-07-14,Email / CRM,8897.32,5663338
2025-07-21,Email / CRM,11356.86,7413380
2025-07-28,Email / CRM,7399.09,4874232
2025-08-04,Email / CRM,7192.45,5117743
2025-08-11,Email / CRM,7301.89,5044204
2025-08-18,Email / CRM,12496.52,8117071
2025-08-25,Email / CRM,9354.32,6831206
2025-09-01,Email / CRM,12679.67,8258299
2025-09-08,Email / CRM,13683.05,8498982
2025-09-15,Email / CRM,14210.61,9393271
2025-09-22,Email / CRM,7839.21,5571223
2025-09-29,Email / CRM,14375.11,10060042
2025-10-06,Email / CRM,11409.78,7742294
2025-10-13,Email / CRM,23538.35,13824782
2025-10-20,Email / CRM,12885.49,9268256
2025-10-27,Email / CRM,11003.45,8083944
2025-11-03,Email / CRM,10620.61,7715172
2025-11-10,Email / CRM,12417.22,8264456
2025-11-17,Email / CRM,10816.43,6934878
2025-11-24,Email / CRM,9479.01,6200754
2025-12-01,Email / CRM,14879.17,9585796
2025-12-08,Email / CRM,9959.95,6631921
2025-12-15,Email / CRM,17488.55,12100688
2025-12-22,Email / CRM,10154.25,6053580
2023-01-02,Direct Mail,92774.46,153055
2023-01-09,Direct Mail,33430.84,53112
2023-01-16,Direct Mail,21742.48,34498
2023-01-23,Direct Mail,24161.12,37453
2023-01-30,Direct Mail,110269.64,166724
2023-02-06,Direct Mail,69302.16,107499
2023-02-13,Direct Mail,36576.07,58230
2023-02-20,Direct Mail,27057.47,40476
2023-02-27,Direct Mail,69585.81,109808
2023-03-06,Direct Mail,16878.1,25422
2023-03-13,Direct Mail,17024.99,27237
2023-03-20,Direct Mail,17286.23,24049
2023-03-27,Direct Mail,76002.26,115697
2023-04-03,Direct Mail,18029.05,27327
2023-04-10,Direct Mail,17933.09,27293
2023-04-17,Direct Mail,20829.36,29776
2023-04-24,Direct Mail,57769.24,89056
2023-05-01,Direct Mail,29710.41,43964
2023-05-08,Direct Mail,24118.27,33851
2023-05-15,Direct Mail,23067.72,33010
2023-05-22,Direct Mail,71669.81,117968
2023-05-29,Direct Mail,37737.91,61231
2023-06-05,Direct Mail,27833.76,45610
2023-06-12,Direct Mail,27389.17,40248
2023-06-19,Direct Mail,124126.36,194953
2023-06-26,Direct Mail,28924.38,46889
2023-07-03,Direct Mail,24145.84,39607
2023-07-10,Direct Mail,21833.71,34843
2023-07-17,Direct Mail,82629.9,137470
2023-07-24,Direct Mail,26782.38,42962
2023-07-31,Direct Mail,19698.23,30349
2023-08-07,Direct Mail,20716.28,33167
2023-08-14,Direct Mail,81094.29,124753
2023-08-21,Direct Mail,23032.73,36689
2023-08-28,Direct Mail,18514.92,29014
2023-09-04,Direct Mail,31927.46,48008
2023-09-11,Direct Mail,49464.69,77025
2023-09-18,Direct Mail,27709.64,42089
2023-09-25,Direct Mail,14847.23,24981
2023-10-02,Direct Mail,27438.66,40834
2023-10-09,Direct Mail,94575.43,144164
2023-10-16,Direct Mail,45745.49,67646
2023-10-23,Direct Mail,15187.17,23117
2023-10-30,Direct Mail,17521.69,28386
2023-11-06,Direct Mail,120963.94,173227
2023-11-13,Direct Mail,24777.74,38344
2023-11-20,Direct Mail,29431.56,44672
2023-11-27,Direct Mail,29694.09,47280
2023-12-04,Direct Mail,188729.26,300098
2023-12-11,Direct Mail,32494.65,48653
2023-12-18,Direct Mail,24457.2,41553
2023-12-25,Direct Mail,40484.2,65608
2024-01-01,Direct Mail,130539.44,206807
2024-01-08,Direct Mail,18474.1,28380
2024-01-15,Direct Mail,12084.7,18133
2024-01-22,Direct Mail,40423.46,61130
2024-01-29,Direct Mail,109038.4,156838
2024-02-05,Direct Mail,45258.87,63922
2024-02-12,Direct Mail,27489.5,42172
2024-02-19,Direct Mail,20912.06,34523
2024-02-26,Direct Mail,80364.43,124661
2024-03-04,Direct Mail,10396.59,16084
2024-03-11,Direct Mail,21364.18,33917
2024-03-18,Direct Mail,21918.59,35313
2024-03-25,Direct Mail,96109.39,145158
2024-04-01,Direct Mail,23671.44,34445
2024-04-08,Direct Mail,25812.4,39882
2024-04-15,Direct Mail,20452.95,36567
2024-04-22,Direct Mail,69501.42,105097
2024-04-29,Direct Mail,34003.14,52541
2024-05-06,Direct Mail,20651.19,28757
2024-05-13,Direct Mail,23468.34,35200
2024-05-20,Direct Mail,129919.13,203847
2024-05-27,Direct Mail,14896.16,23997
2024-06-03,Direct Mail,22755.51,36748
2024-06-10,Direct Mail,25291.56,36638
2024-06-17,Direct Mail,59813.9,90651
2024-06-24,Direct Mail,31586.07,47303
2024-07-01,Direct Mail,21339.64,33289
2024-07-08,Direct Mail,26228.63,40828
2024-07-15,Direct Mail,156140.08,245086
2024-07-22,Direct Mail,21498.28,32486
2024-07-29,Direct Mail,25823.42,40351
2024-08-05,Direct Mail,12932.93,18445
2024-08-12,Direct Mail,51440.92,81960
2024-08-19,Direct Mail,19575.79,30317
2024-08-26,Direct Mail,36639.08,57298
2024-09-02,Direct Mail,13446.94,20046
2024-09-09,Direct Mail,71329.44,99884
2024-09-16,Direct Mail,31867.63,50697
2024-09-23,Direct Mail,42827.84,62412
2024-09-30,Direct Mail,31138.77,51597
2024-10-07,Direct Mail,73881.15,119182
2024-10-14,Direct Mail,14433.55,21485
2024-10-21,Direct Mail,33073.86,50487
2024-10-28,Direct Mail,30910.89,45799
2024-11-04,Direct Mail,87242.92,133318
2024-11-11,Direct Mail,25663.94,38634
2024-11-18,Direct Mail,28994.65,45923
2024-11-25,Direct Mail,30637.86,48803
2024-12-02,Direct Mail,133431.29,195707
2024-12-09,Direct Mail,28416.83,40996
2024-12-16,Direct Mail,35116.7,53065
2024-12-23,Direct Mail,54035.27,85987
2024-12-30,Direct Mail,109523.79,174668
2025-01-06,Direct Mail,49030.29,77097
2025-01-13,Direct Mail,42842.29,65039
2025-01-20,Direct Mail,28949.5,42682
2025-01-27,Direct Mail,84535.23,128847
2025-02-03,Direct Mail,37083.34,52216
2025-02-10,Direct Mail,20321.77,33577
2025-02-17,Direct Mail,20732.98,30451
2025-02-24,Direct Mail,95951.18,145297
2025-03-03,Direct Mail,26767.47,40676
2025-03-10,Direct Mail,23173.21,35980
2025-03-17,Direct Mail,14960.84,22435
2025-03-24,Direct Mail,93912.84,148470
2025-03-31,Direct Mail,21189.52,35342
2025-04-07,Direct Mail,28364.62,45896
2025-04-14,Direct Mail,25552.1,37664
2025-04-21,Direct Mail,100072.61,155960
2025-04-28,Direct Mail,28249.04,45628
2025-05-05,Direct Mail,12643.32,19289
2025-05-12,Direct Mail,14893.69,23996
2025-05-19,Direct Mail,84949.74,149522
2025-05-26,Direct Mail,25672.9,39854
2025-06-02,Direct Mail,43948.83,69858
2025-06-09,Direct Mail,19063.4,30444
2025-06-16,Direct Mail,140944.94,206559
2025-06-23,Direct Mail,28650.32,45102
2025-06-30,Direct Mail,27229.88,43217
2025-07-07,Direct Mail,22079.46,34018
2025-07-14,Direct Mail,84007.48,124997
2025-07-21,Direct Mail,24046.33,41162
2025-07-28,Direct Mail,15744.45,23025
2025-08-04,Direct Mail,37145.81,57014
2025-08-11,Direct Mail,74128.99,108030
2025-08-18,Direct Mail,28720.82,43088
2025-08-25,Direct Mail,40647.02,63121
2025-09-01,Direct Mail,14725.25,23580
2025-09-08,Direct Mail,74169.49,111250
2025-09-15,Direct Mail,17356.9,27099
2025-09-22,Direct Mail,19851.59,29662
2025-09-29,Direct Mail,36718.48,61511
2025-10-06,Direct Mail,54831.31,84564
2025-10-13,Direct Mail,20459.83,30840
2025-10-20,Direct Mail,26520.65,36961
2025-10-27,Direct Mail,25329.91,34305
2025-11-03,Direct Mail,77856.86,117127
2025-11-10,Direct Mail,25769.4,42034
2025-11-17,Direct Mail,42568.05,58455
2025-11-24,Direct Mail,41392.01,59640
2025-12-01,Direct Mail,83588.0,123936
2025-12-08,Direct Mail,29577.66,43559
2025-12-15,Direct Mail,37413.74,59233
2025-12-22,Direct Mail,33469.98,48797
2023-01-02,Podcast,41012.05,1603845
2023-01-09,Podcast,36933.07,1471180
2023-01-16,Podcast,20997.33,785927
2023-01-23,Podcast,27317.16,1033378
2023-01-30,Podcast,17068.68,703622
2023-02-06,Podcast,0.0,0
2023-02-13,Podcast,0.0,0
2023-02-20,Podcast,0.0,0
2023-02-27,Podcast,18584.29,802793
2023-03-06,Podcast,22292.84,794791
2023-03-13,Podcast,30095.85,1293283
2023-03-20,Podcast,37591.77,1516868
2023-03-27,Podcast,20439.38,840242
2023-04-03,Podcast,0.0,0
2023-04-10,Podcast,0.0,0
2023-04-17,Podcast,0.0,0
2023-04-24,Podcast,25091.36,1070331
2023-05-01,Podcast,48408.84,1858125
2023-05-08,Podcast,24410.2,951960
2023-05-15,Podcast,27078.82,1064823
2023-05-22,Podcast,17603.83,703281
2023-05-29,Podcast,0.0,0
2023-06-05,Podcast,0.0,0
2023-06-12,Podcast,0.0,0
2023-06-19,Podcast,20675.11,759330
2023-06-26,Podcast,17664.21,704998
2023-07-03,Podcast,26790.96,1126001
2023-07-10,Podcast,24913.28,996910
2023-07-17,Podcast,37214.93,1381089
2023-07-24,Podcast,0.0,0
2023-07-31,Podcast,0.0,0
2023-08-07,Podcast,0.0,0
2023-08-14,Podcast,36010.48,1506400
2023-08-21,Podcast,36094.53,1408963
2023-08-28,Podcast,18011.93,707779
2023-09-04,Podcast,23396.77,1003876
2023-09-11,Podcast,32548.74,1262779
2023-09-18,Podcast,0.0,0
2023-09-25,Podcast,0.0,0
2023-10-02,Podcast,0.0,0
2023-10-09,Podcast,22241.62,867971
2023-10-16,Podcast,27856.31,1122858
2023-10-23,Podcast,27583.06,1156377
2023-10-30,Podcast,26007.04,1057156
2023-11-06,Podcast,36972.69,1498331
2023-11-13,Podcast,0.0,0
2023-11-20,Podcast,0.0,0
2023-11-27,Podcast,0.0,0
2023-12-04,Podcast,31045.55,1228635
2023-12-11,Podcast,35798.65,1441946
2023-12-18,Podcast,49325.12,1908989
2023-12-25,Podcast,41637.96,1686434
2024-01-01,Podcast,24989.92,1011284
2024-01-08,Podcast,0.0,0
2024-01-15,Podcast,0.0,0
2024-01-22,Podcast,0.0,0
2024-01-29,Podcast,32502.38,1331871
2024-02-05,Podcast,21774.6,811808
2024-02-12,Podcast,22095.31,890810
2024-02-19,Podcast,25212.2,990057
2024-02-26,Podcast,25224.25,981146
2024-03-04,Podcast,0.0,0
2024-03-11,Podcast,0.0,0
2024-03-18,Podcast,0.0,0
2024-03-25,Podcast,26040.92,1106202
2024-04-01,Podcast,22643.35,930979
2024-04-08,Podcast,26161.95,1153241
2024-04-15,Podcast,51021.23,1991937
2024-04-22,Podcast,46415.79,1641028
2024-04-29,Podcast,0.0,0
2024-05-06,Podcast,0.0,0
2024-05-13,Podcast,0.0,0
2024-05-20,Podcast,27177.23,1035836
2024-05-27,Podcast,27910.15,1096093
2024-06-03,Podcast,29778.66,1196692
2024-06-10,Podcast,26989.37,1094400
2024-06-17,Podcast,36935.28,1498434
2024-06-24,Podcast,0.0,0
2024-07-01,Podcast,0.0,0
2024-07-08,Podcast,0.0,0
2024-07-15,Podcast,14750.85,617618
2024-07-22,Podcast,49752.12,2044889
2024-07-29,Podcast,23017.54,930590
2024-08-05,Podcast,17252.23,690132
2024-08-12,Podcast,38741.7,1665843
2024-08-19,Podcast,0.0,0
2024-08-26,Podcast,0.0,0
2024-09-02,Podcast,0.0,0
2024-09-09,Podcast,35001.24,1418728
2024-09-16,Podcast,29911.57,1164692
2024-09-23,Podcast,17063.41,656466
2024-09-30,Podcast,40135.28,1582496
2024-10-07,Podcast,17461.64,698626
2024-10-14,Podcast,0.0,0
2024-10-21,Podcast,0.0,0
2024-10-28,Podcast,0.0,0
2024-11-04,Podcast,26906.69,988796
2024-11-11,Podcast,31155.04,1272943
2024-11-18,Podcast,30759.04,1314884
2024-11-25,Podcast,17474.49,717539
2024-12-02,Podcast,45379.25,1652662
2024-12-09,Podcast,0.0,0
2024-12-16,Podcast,0.0,0
2024-12-23,Podcast,0.0,0
2024-12-30,Podcast,15641.13,594458
2025-01-06,Podcast,26588.29,1056754
2025-01-13,Podcast,23039.92,935047
2025-01-20,Podcast,25064.12,989855
2025-01-27,Podcast,26721.2,1169293
2025-02-03,Podcast,0.0,0
2025-02-10,Podcast,0.0,0
2025-02-17,Podcast,0.0,0
2025-02-24,Podcast,26752.24,1076512
2025-03-03,Podcast,23348.13,936573
2025-03-10,Podcast,17398.78,656732
2025-03-17,Podcast,18379.37,731365
2025-03-24,Podcast,35993.5,1429329
2025-03-31,Podcast,0.0,0
2025-04-07,Podcast,0.0,0
2025-04-14,Podcast,0.0,0
2025-04-21,Podcast,36150.44,1447128
2025-04-28,Podcast,30912.55,1297824
2025-05-05,Podcast,39492.52,1618936
2025-05-12,Podcast,32573.5,1219605
2025-05-19,Podcast,20790.87,852979
2025-05-26,Podcast,0.0,0
2025-06-02,Podcast,0.0,0
2025-06-09,Podcast,0.0,0
2025-06-16,Podcast,24771.33,992278
2025-06-23,Podcast,30097.12,1150288
2025-06-30,Podcast,28863.36,1214878
2025-07-07,Podcast,17956.8,685415
2025-07-14,Podcast,19841.94,759335
2025-07-21,Podcast,0.0,0
2025-07-28,Podcast,0.0,0
2025-08-04,Podcast,0.0,0
2025-08-11,Podcast,28416.2,1084610
2025-08-18,Podcast,30622.7,1234726
2025-08-25,Podcast,34394.02,1279690
2025-09-01,Podcast,23393.5,897982
2025-09-08,Podcast,25420.87,1003758
2025-09-15,Podcast,0.0,0
2025-09-22,Podcast,0.0,0
2025-09-29,Podcast,0.0,0
2025-10-06,Podcast,33569.85,1329693
2025-10-13,Podcast,27138.77,1140507
2025-10-20,Podcast,31299.07,1270251
2025-10-27,Podcast,36381.91,1405501
2025-11-03,Podcast,31583.84,1257133
2025-11-10,Podcast,0.0,0
2025-11-17,Podcast,0.0,0
2025-11-24,Podcast,0.0,0
2025-12-01,Podcast,28128.97,1086255
2025-12-08,Podcast,42770.38,1689275
2025-12-15,Podcast,59644.7,2218809
2025-12-22,Podcast,33893.75,1364892
